prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max
168,Adaptive Delta,adaptive,0.5,3.0,"The New York Times on Thursday printed a special section featuring portraits of nearly every member of the record number of female lawmakers in Congress. A viral Twitter thread from the Times’ design editor, Josh Crutchmer, includes a video of the covers",", which contains several portraits of the top members of the top three parties. The cover image shows an executive member of the top three parties: Democrat Joe Lieberman of Connecticut and Republican Susan Collins of Maine; Minority Leader Nancy Pelosi of California; and the top Republican, John Boehner of Ohio. It also shows an executive member of the top three parties: Republican Rand Paul of Kentucky, who leads with nearly 55 percent of the vote; and Democrat Ted Kennedy of Ohio, who leads with nearly 50 percent of the",99,61,0.6161616161616161,8.413753371192062,1.9854759384111046e-17,Watermarked,1.0,89,0.5393258426966292,0.75,0.4606741573033708,1.8102971458435058,1.6180340051651,2.3031907081604004
169,No Watermark,,,,"10 diversity items for June 29: Unemployment up in most U.S. cities; Pew report shows diversity of U.S. Hispanics and more. For the first time in history the Pentagon celebrated Lesbian, Gay, Bisexual, Transgender Pride Month"," in May. The annual event was held May 23 on Capitol Hill. (Photo: Getty Images) (Photo: Getty Images)

New Research Finds That Transgender Women Are More Likely to Have Minority-User Requests for Health Care

The Washington Post has reported that transgender women are more likely to be asked for health-related health care than their male counterparts.

The poll was conducted in December 2012, and it found that transgender women were more likely to be asked for health-",99,35,0.35353535353535354,2.379061298061204,0.008678394706350628,Human/Unwatermarked,0.0,79,0.6329113924050633,0.7692307692307693,0.36708860759493667,,,
169,Fixed Delta 0.5,0.5,,,"10 diversity items for June 29: Unemployment up in most U.S. cities; Pew report shows diversity of U.S. Hispanics and more. For the first time in history the Pentagon celebrated Lesbian, Gay, Bisexual, Transgender Pride Month"," by arming more than 100,000 teachers. The National Rifle Association issued a new ""National Advocate"" (not to be confused with the man who's been in office since 2007) saying, ""As of November 1, 2017, the number of LGBT citizens nationally is 7.4 million, the highest in the United States and the second highest in the world.""

What about gays? What about ""gay rights""?

Let's take a look at the diversity of the U.S.",99,27,0.2727272727272727,0.5222329678670935,0.30075406722029496,Human/Unwatermarked,0.0,76,0.7763157894736842,0.96,0.22368421052631582,0.5,0.5,0.5
169,Fixed Delta 1.0,1.0,,,"10 diversity items for June 29: Unemployment up in most U.S. cities; Pew report shows diversity of U.S. Hispanics and more. For the first time in history the Pentagon celebrated Lesbian, Gay, Bisexual, Transgender Pride Month"," by arming 3,222 troops. The Pentagon also announced that, as part of Operation Desert Storm, the Pentagon will increase security at U.S. bases in Iraq and Afghanistan from 1,847 to 2,813. – The Pentagon officially announced the increase to 2,813, bringing the total to 3,282,000. – The Pentagon announced that, as part of Operation Desert Storm, the Defense Department will increase security at U.S. bases in Iraq and Afghanistan from 1",99,48,0.48484848484848486,5.396407334626633,3.399424987395955e-08,Watermarked,0.9999999660057501,77,0.5194805194805194,0.6710526315789473,0.48051948051948057,1.0,1.0,1.0
169,Fixed Delta 2.0,2.0,,,"10 diversity items for June 29: Unemployment up in most U.S. cities; Pew report shows diversity of U.S. Hispanics and more. For the first time in history the Pentagon celebrated Lesbian, Gay, Bisexual, Transgender Pride Month"," by featuring the national average for the topic. The recent pandemic has made many LGBT communities more aware and open to exploring other ethnic and culture diversity.
The Census Bureau recently released its 2020 Census for U.S. Cities, which provides data on U.S. cities and counties, which were compiled by a coalition of community-based organizations, which included leaders in Washington, D.C., Atlanta and Baltimore, Maryland. The coalition includes people from more than 30 countries, including Mexico, Indonesia",99,57,0.5757575757575758,7.4853392060950075,3.5681289972117485e-14,Watermarked,0.9999999999999644,81,0.7901234567901234,0.975,0.2098765432098766,2.0,2.0,2.0
169,Fixed Delta 3.0,3.0,,,"10 diversity items for June 29: Unemployment up in most U.S. cities; Pew report shows diversity of U.S. Hispanics and more. For the first time in history the Pentagon celebrated Lesbian, Gay, Bisexual, Transgender Pride Month"," by featuring the national average. The White House announced on Twitter, “The Armed Forces Day commemorates the rich, powerful and important military diversity. The theme was ‘Diversity & Diversity’ and it sparked an unprecedented number of tweets from the public to commemorate the #diversityand diversity month #diversityheroes #diversealty #diverseyenew#bannedaliyah”

9 diversity things for this week in NYC: 👌🏻",99,80,0.8080808080808081,12.823720655403074,6.038172947645047e-38,Watermarked,1.0,57,0.8070175438596491,1.0,0.19298245614035092,3.0,3.0,3.0
169,Adaptive Delta,adaptive,0.5,3.0,"10 diversity items for June 29: Unemployment up in most U.S. cities; Pew report shows diversity of U.S. Hispanics and more. For the first time in history the Pentagon celebrated Lesbian, Gay, Bisexual, Transgender Pride Month"," by featuring the national average for the topic. The recent pandemic has made many LGBT communities, including those in America, more polarized and vulnerable, which can have a negative impact on both those in power and the general public. The pandemic has also had implications for race, gender, racial and ethnic diversity.”

YOU MAY ALSO LIKE:

THE END

9-year-old Sophia Smith, of Wyoming, has become a cancer survivor, not only because of the pand",99,60,0.6060606060606061,8.181649829917799,1.3999184135288104e-16,Watermarked,0.9999999999999999,76,0.7763157894736842,0.9733333333333334,0.22368421052631582,1.9620059275627135,1.6180340051651,2.588804244995117
170,No Watermark,,,,"An Alsip police officer seriously wounded a man in an on-duty shooting early Wednesday after tracking a Cadillac suspected of being involved in drag racing into the Mount Greenwood neighborhood. The officer fired shots when the driver of the Cadillac, identified as a"," 19-year-old, was chasing a white Mazda sedan, he said.
The man got out of the car and started running toward the officer, who was carrying a gun, Alsip police Sgt. Brian Hopwood said.
The officer fired shots, and the man, identified as a 16-year-old male, was taken to a hospital in critical condition, Hopwood said.
The driver of the Cadillac got out of the car and started running toward the officer, who",99,19,0.1919191919191919,-1.3345953623270168,0.9089955916386168,Human/Unwatermarked,0.0,76,0.5789473684210527,0.76,0.42105263157894735,,,
170,Fixed Delta 0.5,0.5,,,"An Alsip police officer seriously wounded a man in an on-duty shooting early Wednesday after tracking a Cadillac suspected of being involved in drag racing into the Mount Greenwood neighborhood. The officer fired shots when the driver of the Cadillac, identified as a"," 19-year-old, was chasing a white Mazda sedan, he said.
The man got out of the car and fired multiple shots, striking one of the officers, said Sgt. Steve Cooke of the Alsip Police Department.
The officer returned fire, striking the man, Cooke said.
“It’s a major incident,” Cooke said. “We’re not going to accept any kind of this.”
The driver of the Cadillac",99,17,0.1717171717171717,-1.7988024448755444,0.9639750317669002,Human/Unwatermarked,0.0,67,0.7164179104477612,0.9242424242424242,0.28358208955223885,0.5,0.5,0.5
170,Fixed Delta 1.0,1.0,,,"An Alsip police officer seriously wounded a man in an on-duty shooting early Wednesday after tracking a Cadillac suspected of being involved in drag racing into the Mount Greenwood neighborhood. The officer fired shots when the driver of the Cadillac, identified as a"," 19-year-old, was chasing a white Mazda. The driver fled the scene. The driver was not injured.
WEST PALM BEACH, Fla. (AP) — A West Palm Beach police officer shot at a man who was tracking a Cadillac that was reported stolen, the department said.”
The officer shot at the man who was tracking a Cadillac that was reported stolen in West Palm Beach on Wednesday afternoon, said Sgt. William Wernick, a spokesman for the",99,31,0.31313131313131315,1.4506471329641486,0.07343907182033664,Human/Unwatermarked,0.0,75,0.5466666666666666,0.7837837837837838,0.45333333333333337,1.0,1.0,1.0
170,Fixed Delta 2.0,2.0,,,"An Alsip police officer seriously wounded a man in an on-duty shooting early Wednesday after tracking a Cadillac suspected of being involved in drag racing into the Mount Greenwood neighborhood. The officer fired shots when the driver of the Cadillac, identified as a"," 23-year-old female, tried to pull the car over. The car was spotted by a neighbor, but the driver refused and police said the driver eventually pulled over. The 43-year-old man is in stable condition. The investigation is still ongoing. The officer was not injured and the man is not believed to be in custody. A Mount Greenwood Police Department (MAS) spokesman said the suspect drove the car to the area of the car that was targeted, which was located near the intersection",99,62,0.6262626262626263,8.645856912466327,2.6701500224408945e-18,Watermarked,1.0,86,0.6162790697674418,0.9058823529411765,0.38372093023255816,2.0,2.0,2.0
